Change Type,DB ID,Old Name,New Name,Old Scientific Name,New Scientific Name,Old NBN GUID,New NBN GUID,Match Score,Match Type,Conservation Status
INSERT,NEW,-,,-,Chamaemyia flavipalpis,-,NBNSYS0000028958,-,new_species,
INSERT,NEW,-,Yellow-faced Blowfly,-,Cynomya mortuorum,-,NBNSYS0000030345,-,new_species,
INSERT,NEW,-,,-,Campsicnemus scambus,-,NBNSYS0000012800,-,new_species,
INSERT,NEW,-,,-,Meiosimyza platycephala,-,NBNSYS0100003954,-,new_species,
INSERT,NEW,-,,-,Culicoides pallidicornis,-,NBNSYS0000027233,-,new_species,
INSERT,NEW,-,,-,Cephenemyia auribarbis,-,NBNSYS0000030015,-,new_species,
INSERT,NEW,-,,-,Helophilus hybridus,-,NBNSYS0000007056,-,new_species,
INSERT,NEW,-,,-,Hybos femoratus,-,NBNSYS0000012311,-,new_species,
INSERT,NEW,-,,-,Silba fumosa,-,NHMSYS0021259226,-,new_species,
INSERT,NEW,-,,-,Calobata petronella,-,NBNSYS0000028913,-,new_species,
INSERT,NEW,-,,-,Dolichopus atripes,-,NBNSYS0000012566,-,new_species,
INSERT,NEW,-,,-,Norellia spinipes,-,NBNSYS0100025043,-,new_species,
INSERT,NEW,-,,-,Botanophila phrenione,-,NBNSYS0100002052,-,new_species,
INSERT,NEW,-,Golden-haired Robberfly,-,Choerades marginatus,-,NBNSYS0100002379,-,new_species,
INSERT,NEW,-,,-,Tipula subnodicornis,-,NBNSYS0000008001,-,new_species,
INSERT,NEW,-,,-,Culicoides grisescens,-,NBNSYS0000027209,-,new_species,
INSERT,NEW,-,,-,Homoneura notata,-,NHMSYS0020706026,-,new_species,
INSERT,NEW,-,,-,Forcipomyia sphagnophila,-,NBNSYS0100003200,-,new_species,
INSERT,NEW,-,,-,Xanthandrus comtus,-,NBNSYS0000006889,-,new_species,
INSERT,NEW,-,Small Fleck-winged Snipefly,-,Rhagio lineola,-,NBNSYS0000007862,-,new_species,
INSERT,NEW,-,,-,Suillia ustulata,-,NBNSYS0000029052,-,new_species,
INSERT,NEW,-,,-,Mycetophila curviseta,-,NBNSYS0000012026,-,new_species,
INSERT,NEW,-,,-,Simulium equinum,-,NBNSYS0000027762,-,new_species,
INSERT,NEW,-,,-,Idioptera verralli,-,NHMSYS0021818651,-,new_species,
INSERT,NEW,-,,-,Bibio nigriventris,-,NBNSYS0000027787,-,new_species,
INSERT,NEW,-,,-,Dicranota guerini,-,NBNSYS0000008125,-,new_species,
INSERT,NEW,-,,-,Parydra coarctata,-,NBNSYS0000029439,-,new_species,
INSERT,NEW,-,,-,Anthomyia pluvialis,-,NBNSYS0000030505,-,new_species,
INSERT,NEW,-,,-,Cheilosia ranunculi,-,NBNSYS0100002331,-,new_species,
INSERT,NEW,-,,-,Siphona cristata,-,NBNSYS0000030160,-,new_species,
INSERT,NEW,-,,-,Dasysyrphus venustus,-,NHMSYS0021196470,-,new_species,
INSERT,NEW,-,,-,Imantimyia sylvatica,-,NHMSYS0021265057,-,new_species,
INSERT,NEW,-,,-,Chaetopodella scutellaris,-,NBNSYS0000029152,-,new_species,
INSERT,NEW,-,,-,Ochthera manicata,-,NBNSYS0000029457,-,new_species,
INSERT,NEW,-,,-,Discocerina obscurella,-,NBNSYS0000029369,-,new_species,
INSERT,NEW,-,,-,Platypalpus luteus,-,NBNSYS0000012266,-,new_species,
INSERT,NEW,-,,-,Asteia concinna,-,NBNSYS0000029349,-,new_species,
INSERT,NEW,-,,-,Sapromyza quadripunctata,-,NBNSYS0000028997,-,new_species,
